old_idx,new_idx
http://www.wikidata.org/entity/Q44578,0
http://www.wikidata.org/entity/Q637842,1
http://www.wikidata.org/entity/Q105801,2
http://www.wikidata.org/entity/Q19347291,3
http://www.wikidata.org/entity/Q858724,4
http://www.wikidata.org/entity/Q18406872,5
http://www.wikidata.org/entity/Q221075,6
http://www.wikidata.org/entity/Q25188,7
http://www.wikidata.org/entity/Q1051032,8
http://www.wikidata.org/entity/Q498910,9
http://www.wikidata.org/entity/Q23058779,10
http://www.wikidata.org/entity/Q17713411,11
http://www.wikidata.org/entity/Q16857406,12
http://www.wikidata.org/entity/Q170035,13
http://www.wikidata.org/entity/Q182218,14
http://www.wikidata.org/entity/Q182153,15
http://www.wikidata.org/entity/Q13099455,16
http://www.wikidata.org/entity/Q212965,17
http://www.wikidata.org/entity/Q6151665,18
http://www.wikidata.org/entity/Q171453,19
http://www.wikidata.org/entity/Q288645,20
http://www.wikidata.org/entity/Q191100,21
http://www.wikidata.org/entity/Q925421,22
http://www.wikidata.org/entity/Q753899,23
http://www.wikidata.org/entity/Q1139794,24
http://www.wikidata.org/entity/Q102438,25
http://www.wikidata.org/entity/Q102448,26
http://www.wikidata.org/entity/Q468253,27
http://www.wikidata.org/entity/Q1304560,28
http://www.wikidata.org/entity/Q161687,29
http://www.wikidata.org/entity/Q635924,30
http://www.wikidata.org/entity/Q832456,31
http://www.wikidata.org/entity/Q1364051,32
http://www.wikidata.org/entity/Q102235,33
http://www.wikidata.org/entity/Q845252,34
http://www.wikidata.org/entity/Q190525,35
http://www.wikidata.org/entity/Q79503,36
http://www.wikidata.org/entity/Q2855777,37
http://www.wikidata.org/entity/Q15524911,38
http://www.wikidata.org/entity/Q564298,39
http://www.wikidata.org/entity/Q261044,40
http://www.wikidata.org/entity/Q210364,41
http://www.wikidata.org/entity/Q318766,42
http://www.wikidata.org/entity/Q104123,43
http://www.wikidata.org/entity/Q209538,44
http://www.wikidata.org/entity/Q126699,45
http://www.wikidata.org/entity/Q219315,46
http://www.wikidata.org/entity/Q46717,47
http://www.wikidata.org/entity/Q162672,48
http://www.wikidata.org/entity/Q182254,49
http://www.wikidata.org/entity/Q190910,50
http://www.wikidata.org/entity/Q3566895,51
http://www.wikidata.org/entity/Q754745,52
http://www.wikidata.org/entity/Q221852,53
http://www.wikidata.org/entity/Q3023357,54
http://www.wikidata.org/entity/Q222800,55
http://www.wikidata.org/entity/Q577475,56
http://www.wikidata.org/entity/Q485610,57
http://www.wikidata.org/entity/Q153723,58
http://www.wikidata.org/entity/Q201379,59
http://www.wikidata.org/entity/Q205028,60
http://www.wikidata.org/entity/Q466291,61
http://www.wikidata.org/entity/Q165394,62
http://www.wikidata.org/entity/Q1265087,63
http://www.wikidata.org/entity/Q160060,64
http://www.wikidata.org/entity/Q29054009,65
http://www.wikidata.org/entity/Q485803,66
http://www.wikidata.org/entity/Q2608065,67
http://www.wikidata.org/entity/Q15140437,68
http://www.wikidata.org/entity/Q1421476,69
http://www.wikidata.org/entity/Q889691,70
http://www.wikidata.org/entity/Q216929,71
http://www.wikidata.org/entity/Q1286387,72
http://www.wikidata.org/entity/Q181803,73
http://www.wikidata.org/entity/Q400097,74
http://www.wikidata.org/entity/Q426346,75
http://www.wikidata.org/entity/Q261601,76
http://www.wikidata.org/entity/Q42051,77
http://www.wikidata.org/entity/Q499639,78
http://www.wikidata.org/entity/Q257630,79
http://www.wikidata.org/entity/Q322328,80
http://www.wikidata.org/entity/Q681918,81
http://www.wikidata.org/entity/Q466611,82
http://www.wikidata.org/entity/Q181795,83
http://www.wikidata.org/entity/Q103569,84
http://www.wikidata.org/entity/Q212129,85
