0	0	0	881250949
1	1	0	891717742
2	2	0	878887116
3	3	0	880606923
4	4	0	886397596
5	5	1	884182806
6	6	0	881171488
7	7	1	891628467
8	8	0	886324817
9	9	0	883603013
10	10	0	879372434
11	11	1	879781125
12	12	1	876042340
13	13	0	891035994
14	14	0	888104457
15	15	0	879485318
16	16	1	879270459
17	17	0	879539794
18	18	1	874834944
19	19	0	892079237
20	20	1	886176814
21	21	1	892738452
22	22	1	877881320
18	23	0	874833878
23	24	1	887736532
24	25	0	879196566
25	26	1	892430094
26	27	0	883748450
27	28	1	875747401
28	29	1	876861185
29	30	1	882075827
30	31	1	879539727
31	32	1	880731963
32	33	0	884238860
33	17	1	886890835
34	34	0	878962623
35	35	1	891295330
36	36	0	874791932
37	37	1	891350932
38	38	1	877888877
39	39	1	885329322
40	40	0	884114233
36	41	0	874791805
41	42	1	875333916
42	43	1	884921594
43	44	1	879741196
44	45	1	879641194
45	46	1	886519097
46	47	0	882823437
47	48	1	886271884
48	49	0	876535131
49	50	1	890618898
50	51	1	885853415
51	52	1	888205088
52	53	0	880037164
53	54	1	879877127
31	55	1	880474293
54	56	1	881107687
55	57	1	881103977
6	58	0	881171009
56	59	0	879667584
40	60	1	884112673
57	61	0	882141053
42	62	1	884920949
58	63	1	879024232
21	64	0	892738341
59	65	1	883326620
60	39	1	883698581
61	17	1	891550094
62	66	1	893277702
63	67	0	879987440
64	68	0	890251826
42	69	0	884923047
17	70	1	879546723
65	71	0	887249482
46	72	1	882823954
66	73	0	886475558
67	74	0	888906576
68	75	1	884364867
30	76	1	879539643
22	75	0	878192429
30	77	1	879540748
36	78	0	874791025
18	22	1	874835091
69	79	1	878183381
70	80	1	878971773
54	81	0	881108684
71	82	1	891903862
24	83	1	888954412
72	84	1	879361873
73	85	1	877635573
53	86	1	879876194
74	87	1	875296291
75	88	0	885557505
20	89	1	874781198
10	90	1	879373848
10	91	0	879375537
76	92	1	881961214
77	93	1	879857765
78	94	0	883709863
79	91	1	891383835
11	95	1	877531942
67	96	0	888905170
80	22	1	880234639
4	97	1	886397722
81	98	1	878090499
82	99	1	885848672
28	100	1	876860807
83	23	1	875320714
84	90	0	884207492
54	101	1	881107178
85	102	1	884288058
86	103	1	886987260
87	22	1	884304936
79	104	1	891384754
82	4	1	885844430
10	105	0	879373460
74	106	0	881375854
88	107	1	879376641
89	108	1	891720887
90	109	0	879966895
5	110	1	884182806
91	111	1	878347874
92	112	1	886122352
17	113	0	879524643
52	111	1	880037702
69	114	1	883815120
81	115	0	878089182
93	6	0	890687042
14	116	0	888082216
94	117	0	878769629
95	118	1	879791710
67	119	0	888904884
80	120	0	880245029
81	121	0	878092059
51	93	1	888205300
11	122	1	877533771
3	123	1	880605185
37	124	1	891352010
96	125	0	886434402
53	17	1	879876734
17	126	0	879551380
94	127	0	884714402
57	128	0	882139746
57	129	1	884538403
3	130	0	880605157
8	65	1	886323090
24	131	0	888954930
97	132	0	883955745
22	133	1	889502823
60	134	0	883698454
98	135	0	883452363
99	136	1	891449922
22	82	0	877878184
17	137	1	879525876
28	117	1	876860807
38	21	1	877886846
100	138	1	874724988
101	65	0	879456350
15	62	1	879467295
102	139	1	878870987
103	107	0	891387947
79	30	1	891383204
104	140	0	888067405
54	141	0	881108425
105	142	0	879371261
106	138	1	876973939
107	143	1	875537965
108	46	1	885412840
109	144	1	875744136
110	145	0	875636053
8	138	0	886324028
91	94	1	883612356
97	146	1	875975656
74	147	0	875298353
111	137	1	887401701
66	148	1	886472768
5	149	0	884183336
74	150	0	892174404
112	151	1	883601324
113	152	0	880130193
109	153	0	875542174
45	154	1	885680138
57	30	1	881515011
114	155	0	891347949
37	156	1	891353086
69	157	1	878183481
12	158	1	884128554
20	97	1	876923913
102	159	1	878955442
36	50	0	874786392
89	160	0	891723086
115	122	1	875801662
25	97	1	892428688
28	161	0	876857977
67	162	0	888906966
114	163	0	891385985
115	164	1	875216545
64	165	0	886443455
116	166	1	882164999
117	167	1	878542420
52	168	1	880036718
118	157	0	892910207
57	169	1	882140926
119	135	0	879455957
64	170	0	875654637
120	171	0	884386343
55	100	1	881105481
121	172	1	888549622
47	173	0	886272175
14	63	0	888104153
34	174	1	878962392
100	175	1	874724710
8	119	1	886323648
122	176	0	882922806
123	177	1	891170769
124	178	1	877399018
125	179	0	892838559
32	180	1	884238860
87	181	1	884304936
126	29	1	887665548
79	182	1	891383319
127	183	1	879455113
17	51	0	879521396
125	184	1	879454628
86	185	0	886987605
22	132	1	877877775
128	186	1	879524921
99	187	1	891446165
9	132	1	883599249
129	188	0	880937882
15	189	1	879467542
130	190	0	877727122
29	191	1	882078621
36	192	0	874793035
8	193	0	886323068
17	194	0	879541148
131	142	0	891438397
53	195	1	879875940
132	196	1	877819599
11	197	1	877531791
12	198	1	884128458
133	97	0	891632142
46	199	1	882826555
15	200	0	879484804
10	201	1	879374686
120	202	0	876018608
64	159	1	875653271
29	203	1	882078040
134	204	1	882157581
135	205	0	884150257
27	0	0	875747190
76	43	0	881961671
74	206	1	875307407
81	207	1	878089716
136	30	0	890881335
22	208	0	889502324
17	78	0	879525876
15	123	0	879485532
20	76	1	874775038
137	209	1	879966498
109	163	0	875742942
109	145	0	875744173
112	155	1	883601089
138	177	1	879394264
126	210	1	880308578
139	211	0	891542540
140	171	0	881368243
141	212	1	891374868
109	213	0	875744501
29	214	1	882076587
142	215	1	879283786
19	216	0	892334609
126	217	1	880308755
34	115	0	878961624
143	218	1	875240090
25	219	1	892430369
37	91	1	891352093
92	220	1	886122952
34	221	0	878961814
40	222	0	884140579
101	223	1	879456199
99	224	0	891450023
51	225	0	888205855
11	55	1	889651549
144	101	0	889124507
145	226	1	875936424
55	227	1	881104093
115	11	0	876250718
146	30	1	875155140
62	228	1	893265380
147	229	0	889452455
148	92	1	877488546
149	65	0	879873020
20	12	1	874775311
150	143	1	880134407
69	23	1	877563802
151	50	0	879436875
74	230	0	875308843
29	154	1	882076403
34	231	0	878963441
40	232	0	884140115
57	233	0	881515193
117	234	0	888732928
75	76	1	875270570
152	113	1	874786462
40	235	1	884114505
153	236	1	884197193
54	25	0	881105817
154	221	0	891964230
29	195	0	882078830
130	237	1	877720297
24	117	0	879197562
155	238	1	879138713
156	239	1	884733766
153	240	1	884196584
151	241	0	879436785
3	158	0	880606667
69	170	1	878183616
57	242	1	882140588
130	236	1	877722736
157	166	1	876956264
75	67	0	875270655
158	237	1	879465631
12	39	1	876041644
159	243	1	887646170
160	244	0	877136138
161	209	0	889909840
90	245	1	879967478
34	246	0	878961781
161	219	0	889911285
117	247	1	878542699
117	248	1	875072547
161	249	1	889906967
129	226	0	880937813
89	250	1	891725009
90	240	1	879967767
152	142	0	874784266
29	251	0	882077222
29	252	0	882075672
162	253	0	892440172
94	254	0	878769848
69	255	0	878181976
148	256	0	877488316
23	257	1	887739521
15	258	1	879467959
163	259	0	890588547
164	260	0	891435680
165	261	1	882126156
66	262	1	887347350
36	145	1	874792436
166	263	0	888442575
27	264	0	875747514
70	265	1	878970785
57	214	1	881515011
167	266	0	885775745
11	76	0	875806800
132	267	1	889241426
79	268	1	891384424
113	63	1	880129731
64	75	0	875656201
23	269	1	887739292
168	215	0	888105691
169	1	1	891560253
51	270	0	888206409
12	101	1	884129409
130	271	1	877726146
170	272	0	892302309
82	273	1	885848448
82	274	0	885849325
171	275	1	888640356
146	276	0	876197678
69	102	0	878182109
53	13	0	879876917
120	155	1	877879172
127	277	0	879454663
172	278	1	880130397
120	279	0	879664906
22	280	0	889503806
82	281	1	885849447
8	282	1	886324486
104	283	0	888068912
89	284	0	891722802
115	285	0	874953895
38	286	0	877888677
173	249	0	880433418
169	287	1	891560842
97	142	0	875975110
174	288	1	874951695
175	101	1	891409839
57	212	0	888073635
17	289	0	879527264
19	290	1	892334543
23	291	1	887740700
23	292	1	887737036
99	293	1	891447773
89	6	1	891721889
109	294	0	875310824
127	295	1	879455254
103	296	0	891390477
153	58	1	884196921
176	287	0	891732334
177	297	1	877544218
19	298	0	892079140
166	138	0	888465972
25	299	0	892434626
99	300	0	891456255
37	301	1	891353444
19	302	0	892078343
146	135	0	876197645
122	303	0	882922661
26	304	0	888801465
57	305	1	890704999
46	306	1	882827532
178	307	0	890116671
116	308	1	882165296
179	309	1	891299752
3	305	0	880605697
74	310	1	875314001
97	123	1	883956189
126	311	0	880309089
128	271	1	879528710
66	312	0	886474216
180	313	0	880579371
143	314	0	875239422
44	315	1	879641067
168	316	1	888106106
29	317	1	882075994
181	20	0	889737542
64	230	0	875653665
69	318	1	878181739
109	312	0	875310745
67	117	1	888905550
102	319	1	878955442
28	320	0	876861185
57	90	1	882139901
51	321	1	888205921
110	322	1	875636198
125	301	1	879454956
96	323	1	886432749
182	324	0	881260203
102	57	1	878870518
152	52	0	874786926
90	67	1	879968827
183	214	1	889179478
34	325	0	878962955
18	326	1	875086354
81	327	1	878089963
40	269	0	884114275
59	328	1	883327734
34	329	0	878961814
20	330	0	887038665
41	24	1	875334088
80	180	0	880245642
80	331	1	880233810
173	119	1	880434463
64	332	0	875660408
57	333	0	882774224
102	309	1	878956338
11	59	1	875806672
184	334	0	881009697
45	82	0	885678886
71	288	0	891904214
185	335	0	879216672
137	33	1	879517412
99	336	0	891451610
101	337	0	881705026
81	338	1	878089921
186	22	1	881433689
40	339	0	884112077
187	146	1	882049932
188	97	1	891679939
131	77	1	891438875
164	340	1	891436202
34	341	0	878961586
62	342	1	893264301
117	58	1	887431883
15	343	1	879468375
22	344	0	879737314
158	345	1	879465242
69	346	0	877563913
139	199	1	892668197
67	347	0	888906655
189	252	1	890595859
15	348	0	879544791
190	349	1	884402860
52	350	0	880037334
6	264	1	881171009
37	256	0	891352178
191	351	0	886977926
192	77	1	888625753
179	134	1	891299514
135	352	0	884150257
193	353	1	875244204
52	354	1	880036515
50	238	1	885852757
31	355	1	880473582
62	61	1	893266205
92	94	0	886121516
12	356	1	884129962
158	117	1	879465653
161	357	1	889909024
27	358	0	875746985
57	75	1	882397650
5	21	0	884183063
194	359	1	889655435
10	360	1	879376178
42	361	0	884923505
129	362	1	880934806
27	363	0	875747688
71	364	0	891904596
64	365	1	875653723
72	366	0	879362356
142	100	1	879283480
15	112	1	879468459
116	367	0	882164603
52	78	0	880036854
195	368	0	889402389
184	369	1	880125101
14	170	1	888103872
